Artist,Primary Artist 1,Primary Artist 2,Primary Artist 3,Primary Artist 4,Primary Artist 5,Primary Artist 6,Primary Artist 7,Primary Artist 8,Secondary Artist 1,Secondary Artist 2,Secondary Artist 3,Secondary Artist 4,Secondary Artist 5,Secondary Artist 6,Secondary Artist 7,Secondary Artist 8,Secondary Artist 9,Highlight Red
The Ebonys,The Ebonys,,,,,,,,,,,,,,,,,False
The Echoes,The Echoes,,,,,,,,,,,,,,,,,False
The Edsels,The Edsels,,,,,,,,,,,,,,,,,False
The Edwin Hawkins' Singers Featuring Dorothy Combs Morrison,The Edwin Hawkins' Singers,,,,,,,,Dorothy Combs Morrison,,,,,,,,,False
The Electric Express,The Electric Express,,,,,,,,,,,,,,,,,False
The Electric Indian,The Electric Indian,,,,,,,,,,,,,,,,,False
The Electric Prunes,The Electric Prunes,,,,,,,,,,,,,,,,,False
The Elegants,The Elegants,,,,,,,,,,,,,,,,,False
The Eleventh Hour,The Eleventh Hour,,,,,,,,,,,,,,,,,False
The Elgins,The Elgins,,,,,,,,,,,,,,,,,False
The Elton John Band,The Elton John Band,,,,,,,,,,,,,,,,,False
The Emotions,The Emotions,,,,,,,,,,,,,,,,,False
The Emperor's,The Emperor's,,,,,,,,,,,,,,,,,False
The Enchanters,The Enchanters,,,,,,,,,,,,,,,,,False
The English Congregation,The English Congregation,,,,,,,,,,,,,,,,,False
The Epic Splendor,The Epic Splendor,,,,,,,,,,,,,,,,,False
The Equals,The Equals,,,,,,,,,,,,,,,,,False
The Escape Club,The Escape Club,,,,,,,,,,,,,,,,,False
The Esquires,The Esquires,,,,,,,,,,,,,,,,,False
The Essex,The Essex,,,,,,,,,,,,,,,,,False
The Essex Featuring Anita Humes,The Essex,,,,,,,,Anita Humes,,,,,,,,,False
The Eternals,The Eternals,,,,,,,,,,,,,,,,,False
The Everly Brothers,The Everly Brothers,,,,,,,,,,,,,,,,,False
The Excellents,The Excellents,,,,,,,,,,,,,,,,,False
The Excels,The Excels,,,,,,,,,,,,,,,,,False
The Exciters,The Exciters,,,,,,,,,,,,,,,,,False
The Exotic Sounds of Martin Denny,The Exotic Sounds of Martin Denny,,,,,,,,,,,,,,,,,False
The Fabulous Rhinestones,The Fabulous Rhinestones,,,,,,,,,,,,,,,,,False
The Fabulous Thunderbirds,The Fabulous Thunderbirds,,,,,,,,,,,,,,,,,False
The Falcons,The Falcons,,,,,,,,,,,,,,,,,False
The Falcons & Band (Ohio Untouchables),The Falcons & Band (Ohio Untouchables),,,,,,,,,,,,,,,,,True
The Family,The Family,,,,,,,,,,,,,,,,,False
The Fantastic Four,The Fantastic Four,,,,,,,,,,,,,,,,,False
The Fantastic Johnny C,The Fantastic Johnny C,,,,,,,,,,,,,,,,,False
The Fantastics,The Fantastics,,,,,,,,,,,,,,,,,False
The Faragher Bros.,The Faragher Bros.,,,,,,,,,,,,,,,,,False
The Farm,The Farm,,,,,,,,,,,,,,,,,False
The Fascinations,The Fascinations,,,,,,,,,,,,,,,,,False
The Fendermen,The Fendermen,,,,,,,,,,,,,,,,,False
The FiNATTiCZ,The FiNATTiCZ,,,,,,,,,,,,,,,,,False
The Fiestas,The Fiestas,,,,,,,,,,,,,,,,,False
The Fifth Estate,The Fifth Estate,,,,,,,,,,,,,,,,,False
The Fireballs,The Fireballs,,,,,,,,,,,,,,,,,False
The Fireflies Featuring Ritchie Adams,The Fireflies,,,,,,,,Ritchie Adams,,,,,,,,,False
The Firm,The Firm,,,,,,,,,,,,,,,,,False
The First Class,The First Class,,,,,,,,,,,,,,,,,False
The First Edition,The First Edition,,,,,,,,,,,,,,,,,False
The Five Americans,The Five Americans,,,,,,,,,,,,,,,,,False
The Five Blobs,The Five Blobs,,,,,,,,,,,,,,,,,False
The Five Du-Tones,The Five Du-Tones,,,,,,,,,,,,,,,,,False
The Five Emprees,The Five Emprees,,,,,,,,,,,,,,,,,False
The Five Satins,The Five Satins,,,,,,,,,,,,,,,,,False
The Five Stairsteps,The Five Stairsteps,,,,,,,,,,,,,,,,,False
The Fixx,The Fixx,,,,,,,,,,,,,,,,,False
The Flame,The Flame,,,,,,,,,,,,,,,,,False
The Flaming Ember,The Flaming Ember,,,,,,,,,,,,,,,,,False
The Flaming Lips,The Flaming Lips,,,,,,,,,,,,,,,,,False
The Flamingos,The Flamingos,,,,,,,,,,,,,,,,,False
The Flares,The Flares,,,,,,,,,,,,,,,,,False
The Flavor Unit MC's,The Flavor Unit MC's,,,,,,,,,,,,,,,,,False
The Fleetwoods,The Fleetwoods,,,,,,,,,,,,,,,,,False
The Flirtations,The Flirtations,,,,,,,,,,,,,,,,,False
The Floaters,The Floaters,,,,,,,,,,,,,,,,,False
The Flying Lizards,The Flying Lizards,,,,,,,,,,,,,,,,,False
The Flying Machine,The Flying Machine,,,,,,,,,,,,,,,,,False
The Fontane Sisters,The Fontane Sisters,,,,,,,,,,,,,,,,,False
The Fools,The Fools,,,,,,,,,,,,,,,,,False
The Formations,The Formations,,,,,,,,,,,,,,,,,False
The Fortunes,The Fortunes,,,,,,,,,,,,,,,,,False
The Forum,The Forum,,,,,,,,,,,,,,,,,False
The Foundations,The Foundations,,,,,,,,,,,,,,,,,False
The Four Aces,The Four Aces,,,,,,,,,,,,,,,,,False
The Four Coins,The Four Coins,,,,,,,,,,,,,,,,,False
The Four Esquires,The Four Esquires,,,,,,,,,,,,,,,,,False
The Four Knights,The Four Knights,,,,,,,,,,,,,,,,,False
The Four Lads,The Four Lads,,,,,,,,,,,,,,,,,False
The Four Pennies,The Four Pennies,,,,,,,,,,,,,,,,,False
The Four Preps,The Four Preps,,,,,,,,,,,,,,,,,False
The Four Sonics,The Four Sonics,,,,,,,,,,,,,,,,,False
The Four Sportsmen,The Four Sportsmen,,,,,,,,,,,,,,,,,False
The Four-Evers,The Four-Evers,,,,,,,,,,,,,,,,,False
The Frank Barber Orch.,The Frank Barber Orch.,,,,,,,,,,,,,,,,,False
The Frantics,The Frantics,,,,,,,,,,,,,,,,,False
The Fratellis,The Fratellis,,,,,,,,,,,,,,,,,False
The Fray,The Fray,,,,,,,,,,,,,,,,,False
The Free Movement,The Free Movement,,,,,,,,,,,,,,,,,False
The Friends Of Distinction,The Friends Of Distinction,,,,,,,,,,,,,,,,,False
The Frogmen,The Frogmen,,,,,,,,,,,,,,,,,False
The Fun And Games,The Fun,Games,,,,,,,,,,,,,,,,False
The Furys,The Furys,,,,,,,,,,,,,,,,,False
The Fuzz,The Fuzz,,,,,,,,,,,,,,,,,False
The G-Clefs,The G-Clefs,,,,,,,,,,,,,,,,,False
The Galens,The Galens,,,,,,,,,,,,,,,,,False
The Game,The Game,,,,,,,,,,,,,,,,,False
The Game & Kanye West,The Game,Kanye West,,,,,,,,,,,,,,,,False
The Game Featuring 50 Cent,The Game,,,,,,,,50 Cent,,,,,,,,,False
The Game Featuring Drake,The Game,,,,,,,,Drake,,,,,,,,,False
The Game Featuring Jeremih,The Game,,,,,,,,Jeremih,,,,,,,,,False
The Game Featuring Junior Reid,The Game,,,,,,,,Junior Reid,,,,,,,,,False
The Game Featuring Kanye West,The Game,,,,,,,,Kanye West,,,,,,,,,False
The Game Featuring Keyshia Cole,The Game,,,,,,,,Keyshia Cole,,,,,,,,,False
The Game Featuring Lil Wayne,The Game,,,,,,,,Lil Wayne,,,,,,,,,False
The Gants,The Gants,,,,,,,,,,,,,,,,,False
The Gap Band,The Gap Band,,,,,,,,,,,,,,,,,False
The Gaylords,The Gaylords,,,,,,,,,,,,,,,,,False
The Genies,The Genies,,,,,,,,,,,,,,,,,False
The Gentrys,The Gentrys,,,,,,,,,,,,,,,,,False
The Georgia Satellites,The Georgia Satellites,,,,,,,,,,,,,,,,,False
The Gestures,The Gestures,,,,,,,,,,,,,,,,,False
The Gibson Brothers,The Gibson Brothers,,,,,,,,,,,,,,,,,False
The Girlfriends,The Girlfriends,,,,,,,,,,,,,,,,,False
The Glass Bottle,The Glass Bottle,,,,,,,,,,,,,,,,,False
The Glass Bottle featuring Gary Criss,The Glass Bottle,,,,,,,,Gary Criss,,,,,,,,,False
The Glass House,The Glass House,,,,,,,,,,,,,,,,,False
The Glencoves,The Glencoves,,,,,,,,,,,,,,,,,False
The Glitter Band,The Glitter Band,,,,,,,,,,,,,,,,,False
The Glories,The Glories,,,,,,,,,,,,,,,,,False
The Goodees,The Goodees,,,,,,,,,,,,,,,,,False
The Goodies,The Goodies,,,,,,,,,,,,,,,,,False
The Goodmen,The Goodmen,,,,,,,,,,,,,,,,,False
The Goodtimers,The Goodtimers,,,,,,,,,,,,,,,,,False
The Graces,The Graces,,,,,,,,,,,,,,,,,False
The Grass Roots,The Grass Roots,,,,,,,,,,,,,,,,,False
The Grateful Dead,The Grateful Dead,,,,,,,,,,,,,,,,,False
The Greenwood County Singers,The Greenwood County Singers,,,,,,,,,,,,,,,,,False
The Greenwoods,The Greenwoods,,,,,,,,,,,,,,,,,False
The Gregg Allman Band,The Gregg Allman Band,,,,,,,,,,,,,,,,,False
The Guess Who,The Guess Who,,,,,,,,,,,,,,,,,False
The Gunter Kallmann Chorus,The Gunter Kallmann Chorus,,,,,,,,,,,,,,,,,False
The Halos,The Halos,,,,,,,,,,,,,,,,,False
The Happenings,The Happenings,,,,,,,,,,,,,,,,,False
The Harden Trio,The Harden Trio,,,,,,,,,,,,,,,,,False
The Hardtimes,The Hardtimes,,,,,,,,,,,,,,,,,False
The Harptones,The Harptones,,,,,,,,,,,,,,,,,False
The Harry Simeone Chorale,The Harry Simeone Chorale,,,,,,,,,,,,,,,,,False
The Headboys,The Headboys,,,,,,,,,,,,,,,,,False
The Headpins,The Headpins,,,,,,,,,,,,,,,,,False
The Heart And Soul Orchestra,The Heart,Soul Orchestra,,,,,,,,,,,,,,,,False
The Heartbeats,The Heartbeats,,,,,,,,,,,,,,,,,False
The Hearts,The Hearts,,,,,,,,,,,,,,,,,False
The Heights,The Heights,,,,,,,,,,,,,,,,,False
The Hesitations,The Hesitations,,,,,,,,,,,,,,,,,False
The Heyettes,The Heyettes,,,,,,,,,,,,,,,,,False
The Heywoods,The Heywoods,,,,,,,,,,,,,,,,,False
The High Keyes,The High Keyes,,,,,,,,,,,,,,,,,False
The Highwaymen,The Highwaymen,,,,,,,,,,,,,,,,,False
The Hillside Singers,The Hillside Singers,,,,,,,,,,,,,,,,,False
The Hippies (Formerly The Tams),The Hippies (Formerly The Tams),,,,,,,,,,,,,,,,,True
The Hives,The Hives,,,,,,,,,,,,,,,,,False
The Holidays,The Holidays,,,,,,,,,,,,,,,,,False
The Hollies,The Hollies,,,,,,,,,,,,,,,,,False
The Hollyridge Strings,The Hollyridge Strings,,,,,,,,,,,,,,,,,False
The Hollywood Stars,The Hollywood Stars,,,,,,,,,,,,,,,,,False
The Hombres,The Hombres,,,,,,,,,,,,,,,,,False
The Hondells,The Hondells,,,,,,,,,,,,,,,,,False
The Honey Cone,The Honey Cone,,,,,,,,,,,,,,,,,False
The Honeycombs,The Honeycombs,,,,,,,,,,,,,,,,,False
The Honeycones,The Honeycones,,,,,,,,,,,,,,,,,False
The Honeydrippers,The Honeydrippers,,,,,,,,,,,,,,,,,False
The Hudson Brothers,The Hudson Brothers,,,,,,,,,,,,,,,,,False
The Hues Corporation,The Hues Corporation,,,,,,,,,,,,,,,,,False
The Hullaballoos,The Hullaballoos,,,,,,,,,,,,,,,,,False
The Human Beinz,The Human Beinz,,,,,,,,,,,,,,,,,False
The Human League,The Human League,,,,,,,,,,,,,,,,,False
The Ides Of March,The Ides Of March,,,,,,,,,,,,,,,,,False
The Ikettes,The Ikettes,,,,,,,,,,,,,,,,,False
The Illusion,The Illusion,,,,,,,,,,,,,,,,,False
The Impalas,The Impalas,,,,,,,,,,,,,,,,,False
The Impressions,The Impressions,,,,,,,,,,,,,,,,,False
The In Crowd,The In Crowd,,,,,,,,,,,,,,,,,False
The Incredible Bongo Band,The Incredible Bongo Band,,,,,,,,,,,,,,,,,False
The Independents,The Independents,,,,,,,,,,,,,,,,,False
The Inmates,The Inmates,,,,,,,,,,,,,,,,,False
The Innocence,The Innocence,,,,,,,,,,,,,,,,,False
The Innocents,The Innocents,,,,,,,,,,,,,,,,,False
The Intrigues,The Intrigues,,,,,,,,,,,,,,,,,False
The Intruders,The Intruders,,,,,,,,,,,,,,,,,False
The Invisible Man's Band,The Invisible Man's Band,,,,,,,,,,,,,,,,,False
The Irish Rovers,The Irish Rovers,,,,,,,,,,,,,,,,,False
The Islanders,The Islanders,,,,,,,,,,,,,,,,,False
The Isley Brothers,The Isley Brothers,,,,,,,,,,,,,,,,,False
The Isley Brothers Featuring Angela Winbush,The Isley Brothers,,,,,,,,Angela Winbush,,,,,,,,,False
The Isley Brothers Featuring Ronald Isley,The Isley Brothers,,,,,,,,Ronald Isley,,,,,,,,,False
The Iveys,The Iveys,,,,,,,,,,,,,,,,,False
The Ivy League,The Ivy League,,,,,,,,,,,,,,,,,False
The Ivy Three,The Ivy Three,,,,,,,,,,,,,,,,,False
The J. Geils Band,The J. Geils Band,,,,,,,,,,,,,,,,,False
The JB's,The JB's,,,,,,,,,,,,,,,,,False
The Jack Halloran Singers,The Jack Halloran Singers,,,,,,,,,,,,,,,,,False
The Jacksons,The Jacksons,,,,,,,,,,,,,,,,,False
The Jaggerz,The Jaggerz,,,,,,,,,,,,,,,,,False
The Jags,The Jags,,,,,,,,,,,,,,,,,False
The James Boys,The James Boys,,,,,,,,,,,,,,,,,False
The James Brown Soul Train,The James Brown Soul Train,,,,,,,,,,,,,,,,,False
The James Gang,The James Gang,,,,,,,,,,,,,,,,,False
The Jamies,The Jamies,,,,,,,,,,,,,,,,,False
The JaneDear Girls,The JaneDear Girls,,,,,,,,,,,,,,,,,False
The Jarmels,The Jarmels,,,,,,,,,,,,,,,,,False
The Jaynetts,The Jaynetts,,,,,,,,,,,,,,,,,False
The Jazz Crusaders,The Jazz Crusaders,,,,,,,,,,,,,,,,,False
The Jeff Healey Band,The Jeff Healey Band,,,,,,,,,,,,,,,,,False
The Jelly Beans,The Jelly Beans,,,,,,,,,,,,,,,,,False
The Jesus And Mary Chain,The Jesus,Mary Chain,,,,,,,,,,,,,,,,False
The Jets,The Jets,,,,,,,,,,,,,,,,,False
The Jewels,The Jewels,,,,,,,,,,,,,,,,,False
The Jimi Hendrix Experience,The Jimi Hendrix Experience,,,,,,,,,,,,,,,,,False
The Jimmy Castor Bunch,The Jimmy Castor Bunch,,,,,,,,,,,,,,,,,False
The Jive Five,The Jive Five,,,,,,,,,,,,,,,,,False
The Jive Five With Eugene Pitts,The Jive Five,Eugene Pitts,,,,,,,,,,,,,,,,False
The Jive Five With Joe Rene And Orchestra,The Jive Five,Joe Rene,Orchestra,,,,,,,,,,,,,,,False
The Joe Chemay Band,The Joe Chemay Band,,,,,,,,,,,,,,,,,False
The Joe Cuba Sextet,The Joe Cuba Sextet,,,,,,,,,,,,,,,,,False
The Joe Jeffrey Group,The Joe Jeffrey Group,,,,,,,,,,,,,,,,,False
The John Hall Band,The John Hall Band,,,,,,,,,,,,,,,,,False
The Johnny Average Band Featuring Nikki Wills,The Johnny Average Band,,,,,,,,Nikki Wills,,,,,,,,,False
The Johnny Mann Singers,The Johnny Mann Singers,,,,,,,,,,,,,,,,,False
The Johnny Otis Show,The Johnny Otis Show,,,,,,,,,,,,,,,,,False
The Jones Girls,The Jones Girls,,,,,,,,,,,,,,,,,False
The Joneses,The Joneses,,,,,,,,,,,,,,,,,False
The Juliana Hatfield 3,The Juliana Hatfield 3,,,,,,,,,,,,,,,,,False
The KLF,The KLF,,,,,,,,,,,,,,,,,False
The KLF Featuring Tammy Wynette,The KLF,,,,,,,,Tammy Wynette,,,,,,,,,False
The Kalin Twins,The Kalin Twins,,,,,,,,,,,,,,,,,False
The Kane Gang,The Kane Gang,,,,,,,,,,,,,,,,,False
The Keane Brothers,The Keane Brothers,,,,,,,,,,,,,,,,,False
The Kendalls,The Kendalls,,,,,,,,,,,,,,,,,False
The Kenny Wayne Shepherd Band,The Kenny Wayne Shepherd Band,,,,,,,,,,,,,,,,,False
The Kid LAROI,The Kid LAROI,,,,,,,,,,,,,,,,,False
The Kid LAROI & Juice WRLD,The Kid LAROI,Juice WRLD,,,,,,,,,,,,,,,,False
The Kid LAROI & Justin Bieber,The Kid LAROI,Justin Bieber,,,,,,,,,,,,,,,,False
The Kid LAROI Featuring Machine Gun Kelly,The Kid LAROI,,,,,,,,Machine Gun Kelly,,,,,,,,,False
The Kid LAROI Featuring Mustard,The Kid LAROI,,,,,,,,Mustard,,,,,,,,,False
The Kid LAROI Featuring Polo G & Stunna Gambino,The Kid LAROI,,,,,,,,Polo G,Stunna Gambino,,,,,,,,False
The Kid LAROI Featuring YoungBoy Never Brok Again & Internet Money,The Kid LAROI,,,,,,,,YoungBoy Never Brok Again,Internet Money,,,,,,,,False
"The Kid LAROI, Jung Kook & Central Cee",The Kid LAROI,Jung Kook,Central Cee,,,,,,,,,,,,,,,False
The Kids Next Door,The Kids Next Door,,,,,,,,,,,,,,,,,False
The Kiki Dee Band,The Kiki Dee Band,,,,,,,,,,,,,,,,,False
The Killers,The Killers,,,,,,,,,,,,,,,,,False
The Killers Featuring Toni Halliday,The Killers,,,,,,,,Toni Halliday,,,,,,,,,False
The Kimberlys,The Kimberlys,,,,,,,,,,,,,,,,,False
The King Pins,The King Pins,,,,,,,,,,,,,,,,,False
The Kingbees,The Kingbees,,,,,,,,,,,,,,,,,False
The Kingpins,The Kingpins,,,,,,,,,,,,,,,,,False
The Kings,The Kings,,,,,,,,,,,,,,,,,False
The Kingsmen,The Kingsmen,,,,,,,,,,,,,,,,,False
The Kingston Trio,The Kingston Trio,,,,,,,,,,,,,,,,,False
The Kinks,The Kinks,,,,,,,,,,,,,,,,,False
The Kinleys,The Kinleys,,,,,,,,,,,,,,,,,False
The Kirby Stone Four,The Kirby Stone Four,,,,,,,,,,,,,,,,,False
The Klowns,The Klowns,,,,,,,,,,,,,,,,,False
The Knack,The Knack,,,,,,,,,,,,,,,,,False
The Knickerbockers,The Knickerbockers,,,,,,,,,,,,,,,,,False
The Knight Bros.,The Knight Bros.,,,,,,,,,,,,,,,,,False
The Knightsbridge Strings,The Knightsbridge Strings,,,,,,,,,,,,,,,,,False
The Knockouts,The Knockouts,,,,,,,,,,,,,,,,,False
The Korgis,The Korgis,,,,,,,,,,,,,,,,,False
The La's,The La's,,,,,,,,,,,,,,,,,False
The Lady Of Rage,The Lady Of Rage,,,,,,,,,,,,,,,,,False
The Lafayettes,The Lafayettes,,,,,,,,,,,,,,,,,False
The Larks,The Larks,,,,,,,,,,,,,,,,,False
The Last Goodnight,The Last Goodnight,,,,,,,,,,,,,,,,,False
The Last Word,The Last Word,,,,,,,,,,,,,,,,,False
The Leaves,The Leaves,,,,,,,,,,,,,,,,,False
The Left Banke,The Left Banke,,,,,,,,,,,,,,,,,False
The Lemon Pipers,The Lemon Pipers,,,,,,,,,,,,,,,,,False
The Lemonheads,The Lemonheads,,,,,,,,,,,,,,,,,False
The Lennon Sisters,The Lennon Sisters,,,,,,,,,,,,,,,,,False
The Lettermen,The Lettermen,,,,,,,,,,,,,,,,,False
The Lewis & Clarke Expedition,The Lewis,Clarke Expedition,,,,,,,,,,,,,,,,False
The Limeliters,The Limeliters,,,,,,,,,,,,,,,,,False
The Little Dippers,The Little Dippers,,,,,,,,,,,,,,,,,False
The London Quireboys,The London Quireboys,,,,,,,,,,,,,,,,,False
The London Symphony Orchestra/John Williams,The London Symphony Orchestra/John Williams,,,,,,,,,,,,,,,,,False
The Lonely Island,The Lonely Island,,,,,,,,,,,,,,,,,False
The Lonely Island Featuring Adam Levine & Kendrick Lamar,The Lonely Island,,,,,,,,Adam Levine,Kendrick Lamar,,,,,,,,False
The Lonely Island Featuring Akon,The Lonely Island,,,,,,,,Akon,,,,,,,,,False
The Lonely Island Featuring Michael Bolton,The Lonely Island,,,,,,,,Michael Bolton,,,,,,,,,False
The Lonely Island Featuring Nicki Minaj,The Lonely Island,,,,,,,,Nicki Minaj,,,,,,,,,False
The Lonely Island Featuring T-Pain,The Lonely Island,,,,,,,,T-Pain,,,,,,,,,False
The Lost Generation,The Lost Generation,,,,,,,,,,,,,,,,,False
The Lost Trailers,The Lost Trailers,,,,,,,,,,,,,,,,,False
The Love Generation,The Love Generation,,,,,,,,,,,,,,,,,False
The Lovelites,The Lovelites,,,,,,,,,,,,,,,,,False
The Lovers,The Lovers,,,,,,,,,,,,,,,,,False
The Lovin' Spoonful,The Lovin' Spoonful,,,,,,,,,,,,,,,,,False
The Lox,The Lox,,,,,,,,,,,,,,,,,False
The Lox Featuring Timbaland And EVE,The Lox,,,,,,,,Timbaland,EVE,,,,,,,,False
The Lox [Featuring DMX & Lil' Kim],The Lox [,,,,,,,,DMX,Lil' Kim],,,,,,,,False
The Lumineers,The Lumineers,,,,,,,,,,,,,,,,,False
The Ly - Dells,The Ly - Dells,,,,,,,,,,,,,,,,,False
The Mad Lads,The Mad Lads,,,,,,,,,,,,,,,,,False
The Magic Lantern,The Magic Lantern,,,,,,,,,,,,,,,,,False
The Magic Lanterns,The Magic Lanterns,,,,,,,,,,,,,,,,,False
The Magic Mushrooms,The Magic Mushrooms,,,,,,,,,,,,,,,,,False
The Magistrates,The Magistrates,,,,,,,,,,,,,,,,,False
The Magnificent Men,The Magnificent Men,,,,,,,,,,,,,,,,,False
The Main Ingredient,The Main Ingredient,,,,,,,,,,,,,,,,,False
The Majors,The Majors,,,,,,,,,,,,,,,,,False
The Mamas & The Papas,The Mamas & The Papas,,,,,,,,,,,,,,,,,False
The Manhattan Transfer,The Manhattan Transfer,,,,,,,,,,,,,,,,,False
The Manhattans,The Manhattans,,,,,,,,,,,,,,,,,False
The Mar-Keys,The Mar-Keys,,,,,,,,,,,,,,,,,False
The Marathons,The Marathons,,,,,,,,,,,,,,,,,False
The Marc Tanner Band,The Marc Tanner Band,,,,,,,,,,,,,,,,,False
The Marcels,The Marcels,,,,,,,,,,,,,,,,,False
The Marias,The Marias,,,,,,,,,,,,,,,,,False
The Mark II,The Mark II,,,,,,,,,,,,,,,,,False
The Mark IV,The Mark IV,,,,,,,,,,,,,,,,,False
The Marketts,The Marketts,,,,,,,,,,,,,,,,,False
The Marmalade,The Marmalade,,,,,,,,,,,,,,,,,False
The Mars Volta,The Mars Volta,,,,,,,,,,,,,,,,,False
The Marshall Tucker Band,The Marshall Tucker Band,,,,,,,,,,,,,,,,,False
The Marvelettes,The Marvelettes,,,,,,,,,,,,,,,,,False
The Marvelows,The Marvelows,,,,,,,,,,,,,,,,,False
The Mary Kaye Trio,The Mary Kaye Trio,,,,,,,,,,,,,,,,,False
The Maskman & The Agents,The Maskman & The Agents,,,,,,,,,,,,,,,,,False
The Masqueraders,The Masqueraders,,,,,,,,,,,,,,,,,False
The Matys Bros.,The Matys Bros.,,,,,,,,,,,,,,,,,False
The Mauds,The Mauds,,,,,,,,,,,,,,,,,False
The McCoys,The McCoys,,,,,,,,,,,,,,,,,False
The McCrarys,The McCrarys,,,,,,,,,,,,,,,,,False
The McGuire Sisters,The McGuire Sisters,,,,,,,,,,,,,,,,,False
The Megatons,The Megatons,,,,,,,,,,,,,,,,,False
The Megatrons,The Megatrons,,,,,,,,,,,,,,,,,False
The Melodeers,The Melodeers,,,,,,,,,,,,,,,,,False
The Merry-Go-Round,The Merry-Go-Round,,,,,,,,,,,,,,,,,False
The Meters,The Meters,,,,,,,,,,,,,,,,,False
The Metros,The Metros,,,,,,,,,,,,,,,,,False
The Michael Zager Band,The Michael Zager Band,,,,,,,,,,,,,,,,,False
The Mickey Mozart Quintet,The Mickey Mozart Quintet,,,,,,,,,,,,,,,,,False
The Mighty Dub Katz,The Mighty Dub Katz,,,,,,,,,,,,,,,,,False
The Mike Curb Congregation,The Mike Curb Congregation,,,,,,,,,,,,,,,,,False
The Mills Brothers,The Mills Brothers,,,,,,,,,,,,,,,,,False
The Mindbenders,The Mindbenders,,,,,,,,,,,,,,,,,False
The Miniature Men,The Miniature Men,,,,,,,,,,,,,,,,,False
The Miracles,The Miracles,,,,,,,,,,,,,,,,,False
"The Miracles (featuring Bill ""Smokey"" Robinson)",The Miracles (featuring Bill Smokey Robinson),,,,,,,,,,,,,,,,,True
The Mirettes,The Mirettes,,,,,,,,,,,,,,,,,False
The Mixtures,The Mixtures,,,,,,,,,,,,,,,,,False
The Mob,The Mob,,,,,,,,,,,,,,,,,False
The Mojo Men,The Mojo Men,,,,,,,,,,,,,,,,,False
The Moments,The Moments,,,,,,,,,,,,,,,,,False
The Monarchs,The Monarchs,,,,,,,,,,,,,,,,,False
The Monitors,The Monitors,,,,,,,,,,,,,,,,,False
The Monkees,The Monkees,,,,,,,,,,,,,,,,,False
The Monroes,The Monroes,,,,,,,,,,,,,,,,,False
The Montanas,The Montanas,,,,,,,,,,,,,,,,,False
The Moody Blues,The Moody Blues,,,,,,,,,,,,,,,,,False
The Morgan Brothers,The Morgan Brothers,,,,,,,,,,,,,,,,,False
The Mormon Tabernacle Choir,The Mormon Tabernacle Choir,,,,,,,,,,,,,,,,,False
The Motels,The Motels,,,,,,,,,,,,,,,,,False
The Motors,The Motors,,,,,,,,,,,,,,,,,False
The Move,The Move,,,,,,,,,,,,,,,,,False
The Movement,The Movement,,,,,,,,,,,,,,,,,False
The Murmaids,The Murmaids,,,,,,,,,,,,,,,,,False
The Murmurs,The Murmurs,,,,,,,,,,,,,,,,,False
The Music Explosion,The Music Explosion,,,,,,,,,,,,,,,,,False
The Music Machine,The Music Machine,,,,,,,,,,,,,,,,,False
The Music Makers,The Music Makers,,,,,,,,,,,,,,,,,False
The Mustangs,The Mustangs,,,,,,,,,,,,,,,,,False
The Mystic Moods,The Mystic Moods,,,,,,,,,,,,,,,,,False
The Mystics,The Mystics,,,,,,,,,,,,,,,,,False
The Naked Brothers Band,The Naked Brothers Band,,,,,,,,,,,,,,,,,False
The Nashville Teens,The Nashville Teens,,,,,,,,,,,,,,,,,False
The Neighborhood,The Neighborhood,,,,,,,,,,,,,,,,,False
The Neighbourhood,The Neighbourhood,,,,,,,,,,,,,,,,,False
The Neon Philharmonic,The Neon Philharmonic,,,,,,,,,,,,,,,,,False
The New Birth,The New Birth,,,,,,,,,,,,,,,,,False
The New Christy Minstrels,The New Christy Minstrels,,,,,,,,,,,,,,,,,False
The New Colony Six,The New Colony Six,,,,,,,,,,,,,,,,,False
The New Establishment,The New Establishment,,,,,,,,,,,,,,,,,False
The New Hope,The New Hope,,,,,,,,,,,,,,,,,False
The New Seekers,The New Seekers,,,,,,,,,,,,,,,,,False
The New Seekers featuring Eve Graham,The New Seekers,,,,,,,,Eve Graham,,,,,,,,,False
The New Seekers featuring Marty Kristian,The New Seekers,,,,,,,,Marty Kristian,,,,,,,,,False
The New Vaudeville Band,The New Vaudeville Band,,,,,,,,,,,,,,,,,False
The New Yorkers,The New Yorkers,,,,,,,,,,,,,,,,,False
The Newbeats,The Newbeats,,,,,,,,,,,,,,,,,False
The Newcomers,The Newcomers,,,,,,,,,,,,,,,,,False
The Nightcrawlers,The Nightcrawlers,,,,,,,,,,,,,,,,,False
The Nite-Liters,The Nite-Liters,,,,,,,,,,,,,,,,,False
The Nitty Gritty Dirt Band,The Nitty Gritty Dirt Band,,,,,,,,,,,,,,,,,False
The Northern Pikes,The Northern Pikes,,,,,,,,,,,,,,,,,False
The Notorious B.I.G.,The Notorious B.I.G.,,,,,,,,,,,,,,,,,False
"The Notorious B.I.G. Featuring Diddy, Nelly, Jagged Edge & Avery Storm",The Notorious B.I.G.,,,,,,,,Diddy,Nelly,Jagged Edge,Avery Storm,,,,,,False
